ID,First_Name,Last_Name,Legacy_Intent_Binary,Lifetime_Giving,Rating,Primary_Constituent_Type,Prospect_Stage,Geographic_Region,Engagement_Score,Estimated_Age
44184,Donor_44184,Smith,0,5709,M,Alum,Identification,Northeast,80,83
19852,Donor_19852,Smith,0,445,M,Alum,Identification,Southeast,64,25
6396,Donor_6396,Smith,0,10276,N,Alum,Cultivation,Southeast,98,57
28770,Donor_28770,Smith,0,580,K,Parent,Cultivation,Northeast,14,67
25555,Donor_25555,Smith,0,10589,P,Alum,Cultivation,West Coast,43,41
46869,Legacy_1869,Johnson,1,345893,E,Alum,Cultivation,Southeast,84,64
25306,Donor_25306,Smith,0,3952,K,Alum,Cultivation,West Coast,90,39
171,Donor_171,Smith,0,24984,N,Friend,Cultivation,Southeast,64,27
31527,Donor_31527,Smith,0,47334,O,Friend,Qualification,West Coast,87,32
16120,Donor_16120,Smith,0,28905,L,Friend,Cultivation,Midwest,78,61
23371,Donor_23371,Smith,0,48567,K,Parent,Cultivation,West Coast,51,34
30074,Donor_30074,Smith,0,17011,M,Parent,Identification,Southeast,93,75
38556,Donor_38556,Smith,0,10026,M,Parent,Qualification,Midwest,61,81
18440,Donor_18440,Smith,0,40960,O,Parent,Identification,Southeast,88,76
33384,Donor_33384,Smith,0,34107,M,Alum,Identification,Southeast,92,42
31933,Donor_31933,Smith,0,40360,M,Parent,Identification,Midwest,9,55
44135,Donor_44135,Smith,0,1033,P,Alum,Identification,Midwest,22,56
34416,Donor_34416,Smith,0,32597,P,Friend,Cultivation,Southeast,51,58
26204,Donor_26204,Smith,0,42499,K,Friend,Identification,Midwest,16,67
48218,Legacy_3218,Johnson,1,370979,D,Alum,Stewardship,Southeast,98,55
36578,Donor_36578,Smith,0,38987,M,Alum,Cultivation,West Coast,71,79
1466,Donor_1466,Smith,0,10046,K,Parent,Qualification,Midwest,39,43
16542,Donor_16542,Smith,0,43149,O,Parent,Identification,Northeast,64,85
36016,Donor_36016,Smith,0,14747,N,Friend,Identification,West Coast,9,35
42715,Donor_42715,Smith,0,30419,M,Parent,Cultivation,Midwest,55,56
49764,Legacy_4764,Johnson,1,41354,F,Alum,Stewardship,Northeast,72,61
26606,Donor_26606,Smith,0,1112,O,Friend,Qualification,Southeast,24,68
36481,Donor_36481,Smith,0,46570,N,Friend,Identification,Midwest,7,79
5933,Donor_5933,Smith,0,22259,O,Parent,Cultivation,West Coast,28,28
14790,Donor_14790,Smith,0,7141,M,Parent,Cultivation,Southeast,75,78
23282,Donor_23282,Smith,0,13534,P,Friend,Identification,Northeast,28,83
17968,Donor_17968,Smith,0,22597,N,Parent,Qualification,Northeast,68,31
5948,Donor_5948,Smith,0,17995,K,Parent,Qualification,Northeast,82,60
3815,Donor_3815,Smith,0,36015,K,Alum,Identification,West Coast,55,51
43768,Donor_43768,Smith,0,6972,O,Alum,Qualification,Midwest,12,73
48176,Legacy_3176,Johnson,1,926620,D,Regent,Cultivation,Southeast,89,67
971,Donor_971,Smith,0,44147,P,Parent,Qualification,Northeast,29,52
13690,Donor_13690,Smith,0,1082,M,Friend,Qualification,Northeast,94,46
26227,Donor_26227,Smith,0,37849,P,Parent,Identification,Southeast,21,76
37425,Donor_37425,Smith,0,34973,M,Parent,Identification,Southeast,88,31
11571,Donor_11571,Smith,0,14970,O,Alum,Qualification,West Coast,60,59
58,Donor_58,Smith,0,36346,M,Friend,Identification,Southeast,34,32
16929,Donor_16929,Smith,0,29548,K,Parent,Identification,Midwest,13,49
21348,Donor_21348,Smith,0,40105,N,Parent,Identification,Northeast,74,51
12402,Donor_12402,Smith,0,46238,N,Alum,Qualification,Midwest,19,66
44987,Donor_44987,Smith,0,1702,P,Alum,Qualification,Northeast,66,84
10837,Donor_10837,Smith,0,13667,P,Parent,Identification,West Coast,21,34
30932,Donor_30932,Smith,0,19719,L,Friend,Qualification,Northeast,36,61
4387,Donor_4387,Smith,0,48741,K,Friend,Qualification,Northeast,20,50
32811,Donor_32811,Smith,0,5649,P,Friend,Cultivation,West Coast,83,53
4526,Donor_4526,Smith,0,2678,L,Alum,Cultivation,West Coast,86,54
7107,Donor_7107,Smith,0,988,O,Parent,Identification,Midwest,40,68
44627,Donor_44627,Smith,0,16063,M,Alum,Cultivation,Northeast,30,34
26294,Donor_26294,Smith,0,37013,O,Parent,Identification,Southeast,97,39
16511,Donor_16511,Smith,0,29972,P,Parent,Qualification,Southeast,69,70
35682,Donor_35682,Smith,0,23418,K,Alum,Cultivation,Northeast,44,25
28724,Donor_28724,Smith,0,45947,L,Friend,Identification,Midwest,2,57
48673,Legacy_3673,Johnson,1,575726,E,Trustee,Cultivation,West Coast,76,80
49175,Legacy_4175,Johnson,1,197883,F,Alum,Solicitation,Midwest,77,68
24110,Donor_24110,Smith,0,30222,O,Alum,Cultivation,Midwest,78,54
21535,Donor_21535,Smith,0,1857,P,Friend,Qualification,West Coast,77,39
42447,Donor_42447,Smith,0,17603,K,Friend,Qualification,Northeast,63,47
21445,Donor_21445,Smith,0,44873,M,Parent,Identification,West Coast,69,70
16207,Donor_16207,Smith,0,17984,L,Parent,Identification,Midwest,89,65
36061,Donor_36061,Smith,0,2347,P,Alum,Qualification,West Coast,86,41
8295,Donor_8295,Smith,0,42863,M,Parent,Qualification,West Coast,89,44
38983,Donor_38983,Smith,0,35786,O,Friend,Qualification,West Coast,99,54
44666,Donor_44666,Smith,0,4441,O,Alum,Qualification,West Coast,23,51
4288,Donor_4288,Smith,0,10673,O,Friend,Identification,West Coast,25,85
9396,Donor_9396,Smith,0,35824,N,Alum,Qualification,Midwest,14,39
15986,Donor_15986,Smith,0,39313,P,Parent,Cultivation,Northeast,46,30
21075,Donor_21075,Smith,0,41839,P,Friend,Qualification,Midwest,44,67
25296,Donor_25296,Smith,0,12770,L,Friend,Identification,West Coast,9,42
12773,Donor_12773,Smith,0,33428,L,Parent,Qualification,Northeast,54,29
38149,Donor_38149,Smith,0,15848,P,Alum,Cultivation,West Coast,24,85
23170,Donor_23170,Smith,0,48000,K,Parent,Cultivation,Northeast,69,30
32912,Donor_32912,Smith,0,42642,N,Alum,Cultivation,Midwest,21,33
29419,Donor_29419,Smith,0,7338,O,Friend,Cultivation,Northeast,88,36
41847,Donor_41847,Smith,0,3122,N,Alum,Qualification,West Coast,86,60
44229,Donor_44229,Smith,0,43809,P,Friend,Cultivation,West Coast,72,70
25479,Donor_25479,Smith,0,30354,M,Alum,Qualification,West Coast,93,63
34554,Donor_34554,Smith,0,1463,K,Parent,Identification,Midwest,21,80
165,Donor_165,Smith,0,39280,O,Friend,Identification,Northeast,36,74
1351,Donor_1351,Smith,0,12993,M,Friend,Identification,Northeast,52,64
12005,Donor_12005,Smith,0,14048,L,Friend,Qualification,Midwest,1,67
33077,Donor_33077,Smith,0,26812,K,Parent,Qualification,Midwest,42,51
35515,Donor_35515,Smith,0,27133,K,Parent,Identification,Southeast,77,39
42374,Donor_42374,Smith,0,45129,M,Alum,Identification,Northeast,9,25
21765,Donor_21765,Smith,0,1771,P,Alum,Qualification,Southeast,64,76
35669,Donor_35669,Smith,0,13065,O,Alum,Qualification,West Coast,78,47
20730,Donor_20730,Smith,0,41142,P,Alum,Identification,Southeast,96,79
8624,Donor_8624,Smith,0,40039,K,Parent,Qualification,Northeast,31,53
27847,Donor_27847,Smith,0,13365,L,Parent,Qualification,West Coast,89,44
4251,Donor_4251,Smith,0,45700,L,Alum,Identification,Midwest,72,39
46854,Legacy_1854,Johnson,1,984364,A,Alum,Cultivation,Southeast,86,62
21680,Donor_21680,Smith,0,29032,M,Parent,Cultivation,Northeast,26,75
36114,Donor_36114,Smith,0,43657,N,Friend,Qualification,Northeast,55,63
23823,Donor_23823,Smith,0,36416,K,Parent,Cultivation,Northeast,28,62
45918,Legacy_918,Johnson,1,61139,F,Alum,Stewardship,Southeast,81,63
19152,Donor_19152,Smith,0,13306,L,Alum,Cultivation,Southeast,26,40
22360,Donor_22360,Smith,0,8425,L,Friend,Identification,Midwest,78,36
44037,Donor_44037,Smith,0,4200,O,Parent,Identification,Southeast,96,55
8379,Donor_8379,Smith,0,42907,L,Friend,Cultivation,West Coast,43,53
28094,Donor_28094,Smith,0,29613,L,Alum,Qualification,Southeast,47,35
30367,Donor_30367,Smith,0,35092,L,Friend,Qualification,Southeast,39,64
33187,Donor_33187,Smith,0,46279,P,Friend,Qualification,Northeast,24,26
13402,Donor_13402,Smith,0,23240,P,Parent,Cultivation,Southeast,36,50
29817,Donor_29817,Smith,0,3501,L,Friend,Cultivation,Midwest,46,62
3624,Donor_3624,Smith,0,5182,L,Parent,Qualification,Midwest,3,59
8034,Donor_8034,Smith,0,3408,M,Alum,Qualification,West Coast,91,80
48307,Legacy_3307,Johnson,1,860376,D,Trustee,Cultivation,West Coast,61,52
34975,Donor_34975,Smith,0,30538,L,Friend,Identification,Northeast,84,29
32970,Donor_32970,Smith,0,36659,O,Friend,Identification,West Coast,86,50
12797,Donor_12797,Smith,0,19621,M,Parent,Qualification,Northeast,21,77
18642,Donor_18642,Smith,0,4632,O,Alum,Qualification,West Coast,90,61
45209,Legacy_209,Johnson,1,588480,F,Regent,Solicitation,Southeast,83,74
24018,Donor_24018,Smith,0,33959,P,Friend,Identification,Southeast,86,63
42141,Donor_42141,Smith,0,29233,N,Alum,Identification,Southeast,37,41
22494,Donor_22494,Smith,0,40436,M,Parent,Identification,Midwest,8,63
32091,Donor_32091,Smith,0,377,M,Friend,Cultivation,Northeast,89,64
29449,Donor_29449,Smith,0,8392,N,Alum,Identification,Southeast,14,62
9663,Donor_9663,Smith,0,19448,K,Alum,Qualification,West Coast,50,28
18954,Donor_18954,Smith,0,47719,L,Friend,Cultivation,Southeast,93,42
38443,Donor_38443,Smith,0,6075,O,Parent,Qualification,Northeast,48,45
40832,Donor_40832,Smith,0,41903,L,Parent,Cultivation,Southeast,30,41
9094,Donor_9094,Smith,0,27996,M,Friend,Cultivation,West Coast,65,68
1973,Donor_1973,Smith,0,3084,N,Parent,Cultivation,West Coast,64,79
44225,Donor_44225,Smith,0,16400,K,Parent,Identification,Midwest,91,58
25167,Donor_25167,Smith,0,9319,K,Parent,Identification,Midwest,64,68
34791,Donor_34791,Smith,0,20581,O,Friend,Identification,Midwest,3,27
34657,Donor_34657,Smith,0,38634,M,Alum,Identification,Midwest,87,56
11552,Donor_11552,Smith,0,20318,P,Friend,Qualification,Northeast,19,68
6724,Donor_6724,Smith,0,33531,N,Parent,Identification,Southeast,32,30
43134,Donor_43134,Smith,0,7408,N,Parent,Identification,Northeast,87,41
9245,Donor_9245,Smith,0,25428,N,Friend,Cultivation,Midwest,67,30
29846,Donor_29846,Smith,0,41851,P,Alum,Qualification,Northeast,14,41
4575,Donor_4575,Smith,0,31000,O,Parent,Identification,Southeast,99,52
30691,Donor_30691,Smith,0,8194,O,Alum,Qualification,Northeast,73,46
14449,Donor_14449,Smith,0,39655,L,Friend,Cultivation,West Coast,26,74
34192,Donor_34192,Smith,0,30928,L,Alum,Identification,West Coast,20,69
22329,Donor_22329,Smith,0,3865,O,Parent,Qualification,Northeast,37,49
39303,Donor_39303,Smith,0,45024,M,Alum,Qualification,Northeast,96,50
32406,Donor_32406,Smith,0,32061,N,Alum,Qualification,Northeast,63,75
49156,Legacy_4156,Johnson,1,116880,E,Alum,Stewardship,West Coast,90,45
35128,Donor_35128,Smith,0,29703,M,Alum,Cultivation,Midwest,97,82
29853,Donor_29853,Smith,0,15244,P,Alum,Identification,Southeast,2,82
31094,Donor_31094,Smith,0,7540,K,Friend,Qualification,Midwest,82,57
17178,Donor_17178,Smith,0,33376,P,Friend,Cultivation,Midwest,46,56
4160,Donor_4160,Smith,0,11516,K,Parent,Cultivation,Northeast,27,62
21824,Donor_21824,Smith,0,40052,N,Alum,Identification,Midwest,41,62
20415,Donor_20415,Smith,0,43676,M,Friend,Cultivation,Northeast,21,61
48426,Legacy_3426,Johnson,1,259747,D,Alum,Solicitation,Midwest,70,46
26202,Donor_26202,Smith,0,6265,N,Parent,Qualification,West Coast,74,48
38274,Donor_38274,Smith,0,39294,K,Parent,Identification,Southeast,59,47
669,Donor_669,Smith,0,42122,M,Parent,Qualification,Midwest,59,41
44245,Donor_44245,Smith,0,21407,O,Alum,Qualification,Northeast,91,27
27218,Donor_27218,Smith,0,45277,K,Friend,Identification,Midwest,91,61
28603,Donor_28603,Smith,0,33636,M,Alum,Identification,Midwest,49,31
48568,Legacy_3568,Johnson,1,410459,D,Trustee,Solicitation,West Coast,87,73
40648,Donor_40648,Smith,0,6181,P,Friend,Identification,West Coast,39,75
8052,Donor_8052,Smith,0,5029,O,Friend,Identification,Southeast,93,68
10766,Donor_10766,Smith,0,6000,N,Parent,Qualification,Southeast,28,67
5764,Donor_5764,Smith,0,33686,L,Parent,Qualification,West Coast,88,72
46801,Legacy_1801,Johnson,1,746938,A,Regent,Solicitation,Midwest,94,75
41816,Donor_41816,Smith,0,5103,N,Friend,Identification,Northeast,93,63
46740,Legacy_1740,Johnson,1,802308,D,Trustee,Cultivation,Midwest,72,71
45579,Legacy_579,Johnson,1,439031,C,Alum,Solicitation,Midwest,94,45
46786,Legacy_1786,Johnson,1,985990,A,Trustee,Cultivation,Northeast,73,58
42989,Donor_42989,Smith,0,44940,K,Parent,Cultivation,Midwest,81,40
27568,Donor_27568,Smith,0,28110,P,Friend,Cultivation,Midwest,32,79
30918,Donor_30918,Smith,0,39039,M,Parent,Qualification,West Coast,57,49
1666,Donor_1666,Smith,0,12215,P,Alum,Identification,West Coast,24,57
30708,Donor_30708,Smith,0,25666,N,Parent,Qualification,West Coast,34,53
47312,Legacy_2312,Johnson,1,36618,F,Alum,Stewardship,Northeast,62,59
30864,Donor_30864,Smith,0,34581,L,Parent,Identification,Midwest,60,76
3297,Donor_3297,Smith,0,24033,M,Friend,Qualification,Northeast,95,72
41536,Donor_41536,Smith,0,7332,L,Parent,Qualification,Midwest,60,36
27972,Donor_27972,Smith,0,16677,P,Alum,Qualification,West Coast,39,45
34829,Donor_34829,Smith,0,38139,N,Alum,Identification,Midwest,41,47
18350,Donor_18350,Smith,0,41854,K,Alum,Identification,Northeast,55,80
2758,Donor_2758,Smith,0,33063,K,Parent,Identification,Northeast,89,85
13327,Donor_13327,Smith,0,20750,K,Parent,Identification,Midwest,92,54
31515,Donor_31515,Smith,0,35356,O,Alum,Cultivation,Southeast,41,64
15945,Donor_15945,Smith,0,30703,M,Friend,Identification,West Coast,61,56
7308,Donor_7308,Smith,0,41809,L,Parent,Identification,Northeast,82,37
49364,Legacy_4364,Johnson,1,152491,B,Alum,Solicitation,Southeast,88,58
36583,Donor_36583,Smith,0,20705,K,Friend,Identification,West Coast,65,73
32957,Donor_32957,Smith,0,3921,K,Friend,Cultivation,Southeast,5,58
5666,Donor_5666,Smith,0,45479,O,Parent,Identification,Northeast,38,67
20728,Donor_20728,Smith,0,14222,M,Alum,Cultivation,Southeast,16,45
26600,Donor_26600,Smith,0,1031,O,Parent,Qualification,Southeast,75,70
46322,Legacy_1322,Johnson,1,799837,C,Alum,Solicitation,West Coast,93,67
14206,Donor_14206,Smith,0,35476,N,Friend,Qualification,Southeast,21,40
38052,Donor_38052,Smith,0,9921,P,Friend,Qualification,Northeast,6,80
8201,Donor_8201,Smith,0,37986,L,Parent,Identification,West Coast,30,65
49739,Legacy_4739,Johnson,1,299648,B,Trustee,Solicitation,Midwest,83,53
46426,Legacy_1426,Johnson,1,82336,F,Trustee,Solicitation,West Coast,97,56
32661,Donor_32661,Smith,0,27457,K,Alum,Qualification,West Coast,42,54
34165,Donor_34165,Smith,0,1079,N,Friend,Cultivation,West Coast,24,83
49587,Legacy_4587,Johnson,1,739544,C,Trustee,Solicitation,Southeast,86,64
45753,Legacy_753,Johnson,1,855709,D,Regent,Cultivation,Southeast,60,47
4570,Donor_4570,Smith,0,14864,P,Parent,Identification,Southeast,52,59
32767,Donor_32767,Smith,0,44972,N,Alum,Qualification,Northeast,11,62
18015,Donor_18015,Smith,0,49214,P,Friend,Qualification,West Coast,97,25
48279,Legacy_3279,Johnson,1,916272,A,Alum,Stewardship,Southeast,73,59
35591,Donor_35591,Smith,0,18413,M,Alum,Identification,Northeast,8,71
40935,Donor_40935,Smith,0,5296,L,Friend,Qualification,West Coast,13,41
36049,Donor_36049,Smith,0,29538,N,Parent,Cultivation,Midwest,36,54
32590,Donor_32590,Smith,0,7037,N,Friend,Identification,Northeast,78,33
21622,Donor_21622,Smith,0,43316,P,Alum,Cultivation,Southeast,41,72
39534,Donor_39534,Smith,0,26467,K,Friend,Qualification,Southeast,87,68
14655,Donor_14655,Smith,0,29123,M,Parent,Qualification,West Coast,26,75
25160,Donor_25160,Smith,0,12331,K,Alum,Cultivation,West Coast,22,38
10836,Donor_10836,Smith,0,25395,O,Parent,Qualification,Northeast,46,58
6524,Donor_6524,Smith,0,38644,K,Parent,Cultivation,Southeast,32,70
29767,Donor_29767,Smith,0,8888,L,Parent,Qualification,West Coast,16,38
33236,Donor_33236,Smith,0,5886,L,Parent,Cultivation,Midwest,71,82
30781,Donor_30781,Smith,0,42266,O,Alum,Cultivation,Northeast,77,65
27519,Donor_27519,Smith,0,27957,P,Friend,Qualification,Southeast,6,68
12193,Donor_12193,Smith,0,36604,K,Friend,Identification,West Coast,26,34
39709,Donor_39709,Smith,0,18627,P,Parent,Cultivation,Midwest,99,63
16562,Donor_16562,Smith,0,34532,O,Parent,Cultivation,West Coast,20,83
26218,Donor_26218,Smith,0,25439,O,Friend,Qualification,Midwest,50,65
38581,Donor_38581,Smith,0,38842,K,Friend,Identification,West Coast,21,34
19782,Donor_19782,Smith,0,9648,P,Alum,Qualification,Northeast,1,73
6115,Donor_6115,Smith,0,828,M,Parent,Identification,West Coast,13,62
14555,Donor_14555,Smith,0,49307,O,Parent,Identification,Midwest,17,73
49647,Legacy_4647,Johnson,1,851457,E,Alum,Cultivation,Northeast,72,77
32576,Donor_32576,Smith,0,8369,O,Friend,Identification,Southeast,24,41
25531,Donor_25531,Smith,0,18153,O,Friend,Qualification,Midwest,10,46
28062,Donor_28062,Smith,0,25520,K,Parent,Qualification,West Coast,79,65
24764,Donor_24764,Smith,0,43149,N,Friend,Cultivation,West Coast,8,52
5490,Donor_5490,Smith,0,47242,M,Alum,Identification,Southeast,91,34
13440,Donor_13440,Smith,0,40337,O,Alum,Identification,Southeast,27,53
43631,Donor_43631,Smith,0,29941,L,Friend,Cultivation,Southeast,86,42
8867,Donor_8867,Smith,0,28010,O,Parent,Cultivation,Northeast,9,58
24999,Donor_24999,Smith,0,27051,K,Parent,Cultivation,Northeast,50,80
46952,Legacy_1952,Johnson,1,457791,F,Regent,Solicitation,Southeast,65,80
10870,Donor_10870,Smith,0,17559,O,Friend,Identification,Midwest,10,28
46590,Legacy_1590,Johnson,1,616055,C,Regent,Cultivation,Northeast,94,48
22087,Donor_22087,Smith,0,8801,M,Parent,Qualification,Southeast,7,49
10915,Donor_10915,Smith,0,29651,L,Alum,Identification,West Coast,33,57
5752,Donor_5752,Smith,0,16693,M,Friend,Cultivation,Northeast,91,73
43062,Donor_43062,Smith,0,731,N,Friend,Qualification,West Coast,25,71
14435,Donor_14435,Smith,0,25083,L,Alum,Identification,West Coast,19,42
16008,Donor_16008,Smith,0,8010,O,Parent,Identification,Midwest,51,68
14648,Donor_14648,Smith,0,47438,K,Friend,Cultivation,Midwest,94,72
39690,Donor_39690,Smith,0,47173,M,Friend,Identification,West Coast,96,78
48231,Legacy_3231,Johnson,1,152527,A,Trustee,Stewardship,Midwest,71,67
4943,Donor_4943,Smith,0,25397,M,Parent,Cultivation,Southeast,74,29
30831,Donor_30831,Smith,0,28485,O,Parent,Qualification,Southeast,86,40
47017,Legacy_2017,Johnson,1,158932,B,Regent,Stewardship,West Coast,83,69
30055,Donor_30055,Smith,0,17317,N,Alum,Identification,West Coast,31,62
22257,Donor_22257,Smith,0,40849,L,Alum,Qualification,Midwest,84,35
29284,Donor_29284,Smith,0,39953,P,Alum,Identification,Southeast,93,73
28051,Donor_28051,Smith,0,9013,L,Friend,Cultivation,Northeast,58,77
20306,Donor_20306,Smith,0,5091,O,Friend,Cultivation,Northeast,55,59
46282,Legacy_1282,Johnson,1,626564,E,Regent,Cultivation,Northeast,96,80
3137,Donor_3137,Smith,0,9761,L,Friend,Qualification,Midwest,81,82
18989,Donor_18989,Smith,0,45998,N,Alum,Identification,West Coast,82,43
36216,Donor_36216,Smith,0,24760,L,Friend,Identification,Northeast,40,82
20583,Donor_20583,Smith,0,20082,P,Alum,Qualification,Northeast,49,73
48850,Legacy_3850,Johnson,1,282434,A,Regent,Solicitation,Southeast,96,50
18346,Donor_18346,Smith,0,41444,N,Alum,Qualification,Southeast,24,70
3198,Donor_3198,Smith,0,17650,K,Friend,Qualification,West Coast,49,71
11776,Donor_11776,Smith,0,7283,P,Parent,Cultivation,West Coast,41,51
18066,Donor_18066,Smith,0,27014,P,Friend,Cultivation,Northeast,95,74
39720,Donor_39720,Smith,0,7449,K,Parent,Qualification,West Coast,92,53
26966,Donor_26966,Smith,0,18585,K,Parent,Identification,Midwest,34,42
24854,Donor_24854,Smith,0,17845,O,Alum,Identification,Northeast,53,30
30686,Donor_30686,Smith,0,30927,P,Friend,Identification,Southeast,88,66
10757,Donor_10757,Smith,0,6805,O,Friend,Identification,Southeast,38,25
36340,Donor_36340,Smith,0,20647,N,Parent,Cultivation,Northeast,67,25
23639,Donor_23639,Smith,0,33002,O,Parent,Qualification,West Coast,61,43
26494,Donor_26494,Smith,0,22286,M,Parent,Qualification,Southeast,78,41
9791,Donor_9791,Smith,0,3349,M,Friend,Qualification,West Coast,34,40
2623,Donor_2623,Smith,0,4283,K,Alum,Identification,Northeast,43,79
11667,Donor_11667,Smith,0,35587,L,Friend,Cultivation,Midwest,88,47
32697,Donor_32697,Smith,0,39892,P,Parent,Qualification,Southeast,34,27
47250,Legacy_2250,Johnson,1,209364,C,Trustee,Stewardship,Northeast,91,55
7061,Donor_7061,Smith,0,14231,L,Parent,Qualification,Northeast,37,42
41534,Donor_41534,Smith,0,353,K,Friend,Identification,Northeast,13,48
24980,Donor_24980,Smith,0,37139,K,Alum,Qualification,West Coast,20,66
38379,Donor_38379,Smith,0,39089,K,Friend,Qualification,West Coast,2,82
37430,Donor_37430,Smith,0,13672,M,Alum,Qualification,Southeast,96,81
19112,Donor_19112,Smith,0,45504,L,Parent,Identification,Midwest,81,64
34459,Donor_34459,Smith,0,37652,N,Friend,Qualification,Southeast,45,62
31561,Donor_31561,Smith,0,7522,N,Alum,Identification,Midwest,43,67
39265,Donor_39265,Smith,0,31332,P,Alum,Cultivation,Southeast,16,55
25288,Donor_25288,Smith,0,41838,N,Alum,Cultivation,West Coast,19,81
29838,Donor_29838,Smith,0,23771,O,Alum,Identification,Northeast,60,46
10114,Donor_10114,Smith,0,45823,L,Alum,Qualification,Midwest,12,75
15253,Donor_15253,Smith,0,48034,N,Friend,Cultivation,Northeast,28,55
5852,Donor_5852,Smith,0,6780,P,Alum,Qualification,Midwest,8,43
27945,Donor_27945,Smith,0,12286,L,Friend,Cultivation,West Coast,44,61
11514,Donor_11514,Smith,0,6737,M,Alum,Cultivation,Southeast,17,64
38817,Donor_38817,Smith,0,26592,N,Parent,Identification,West Coast,47,61
5032,Donor_5032,Smith,0,3114,M,Alum,Cultivation,Southeast,35,51
40893,Donor_40893,Smith,0,22814,P,Alum,Qualification,Midwest,46,66
45397,Legacy_397,Johnson,1,163342,A,Trustee,Solicitation,Midwest,83,69
29154,Donor_29154,Smith,0,44101,P,Friend,Cultivation,West Coast,16,32
17825,Donor_17825,Smith,0,22242,O,Friend,Cultivation,Southeast,68,38
4765,Donor_4765,Smith,0,15754,P,Alum,Qualification,Southeast,28,44
17583,Donor_17583,Smith,0,41536,K,Parent,Qualification,Midwest,8,40
43391,Donor_43391,Smith,0,46760,K,Alum,Cultivation,Northeast,68,51
9889,Donor_9889,Smith,0,802,L,Friend,Qualification,Northeast,80,72
17270,Donor_17270,Smith,0,12021,M,Friend,Identification,Northeast,28,69
11504,Donor_11504,Smith,0,26003,N,Parent,Qualification,Southeast,22,69
3824,Donor_3824,Smith,0,14885,L,Friend,Identification,West Coast,87,75
24597,Donor_24597,Smith,0,23684,P,Parent,Cultivation,West Coast,86,76
18141,Donor_18141,Smith,0,4247,P,Parent,Cultivation,Midwest,11,81
38863,Donor_38863,Smith,0,37230,O,Parent,Cultivation,Northeast,92,75
48182,Legacy_3182,Johnson,1,610499,B,Trustee,Stewardship,Southeast,82,54
4301,Donor_4301,Smith,0,35309,K,Parent,Qualification,Northeast,50,65
10501,Donor_10501,Smith,0,22181,N,Parent,Identification,Southeast,15,57
17890,Donor_17890,Smith,0,34709,K,Friend,Qualification,Southeast,31,61
34598,Donor_34598,Smith,0,807,M,Parent,Identification,West Coast,32,61
33177,Donor_33177,Smith,0,32987,P,Alum,Cultivation,Midwest,9,34
12810,Donor_12810,Smith,0,28519,O,Parent,Qualification,Southeast,59,68
13383,Donor_13383,Smith,0,12698,M,Friend,Identification,Northeast,56,76
26124,Donor_26124,Smith,0,23437,N,Friend,Cultivation,Southeast,74,47
40217,Donor_40217,Smith,0,49496,P,Parent,Identification,West Coast,65,85
15174,Donor_15174,Smith,0,40207,M,Friend,Identification,Northeast,92,58
41578,Donor_41578,Smith,0,48642,M,Alum,Qualification,Southeast,42,82
24537,Donor_24537,Smith,0,29709,N,Parent,Qualification,Midwest,90,54
40517,Donor_40517,Smith,0,20902,L,Friend,Cultivation,West Coast,45,38
2191,Donor_2191,Smith,0,28963,N,Parent,Qualification,Northeast,35,56
26333,Donor_26333,Smith,0,40165,N,Friend,Qualification,West Coast,71,27
19697,Donor_19697,Smith,0,13570,K,Friend,Identification,West Coast,6,56
25332,Donor_25332,Smith,0,6883,N,Alum,Qualification,Midwest,79,43
11409,Donor_11409,Smith,0,15112,N,Alum,Identification,Northeast,38,50
1356,Donor_1356,Smith,0,28266,L,Friend,Identification,Midwest,94,68
35255,Donor_35255,Smith,0,37690,K,Alum,Identification,Southeast,64,29
18901,Donor_18901,Smith,0,23280,P,Parent,Cultivation,Northeast,27,70
46767,Legacy_1767,Johnson,1,336139,F,Regent,Solicitation,Northeast,66,80
49909,Legacy_4909,Johnson,1,260610,C,Regent,Solicitation,Southeast,64,65
38299,Donor_38299,Smith,0,47051,L,Alum,Cultivation,West Coast,53,48
25606,Donor_25606,Smith,0,19099,L,Alum,Cultivation,West Coast,17,63
16852,Donor_16852,Smith,0,48714,L,Alum,Identification,Southeast,82,85
36256,Donor_36256,Smith,0,24150,K,Friend,Cultivation,Southeast,73,45
14132,Donor_14132,Smith,0,15979,O,Friend,Identification,Northeast,88,72
26287,Donor_26287,Smith,0,35928,M,Alum,Qualification,West Coast,25,55
7940,Donor_7940,Smith,0,17271,M,Alum,Identification,Midwest,34,28
31000,Donor_31000,Smith,0,33552,K,Parent,Cultivation,Southeast,34,53
25614,Donor_25614,Smith,0,36972,P,Parent,Qualification,Southeast,25,47
12297,Donor_12297,Smith,0,11295,N,Alum,Identification,Midwest,45,68
6828,Donor_6828,Smith,0,14455,P,Friend,Identification,West Coast,27,46
14928,Donor_14928,Smith,0,11659,O,Alum,Cultivation,Northeast,27,54
10805,Donor_10805,Smith,0,862,N,Alum,Cultivation,Midwest,69,65
26264,Donor_26264,Smith,0,49689,M,Friend,Qualification,Midwest,25,39
27477,Donor_27477,Smith,0,41369,M,Parent,Cultivation,Northeast,14,29
17155,Donor_17155,Smith,0,29673,L,Friend,Qualification,Southeast,81,41
39832,Donor_39832,Smith,0,16296,O,Alum,Identification,Midwest,50,49
17403,Donor_17403,Smith,0,2168,O,Parent,Identification,Midwest,66,63
